0,0,5292
0,1,5292
0,2,5292
0,3,5292
0,4,5292
0,5,5292
1,0,5292
1,1,5332
1,2,5332
1,3,5332
1,4,5332
1,5,5332
2,0,5292
2,1,5342
2,2,5353
2,3,5357
2,4,5360
2,5,5359
3,0,5292
3,1,5379
3,2,5417
3,3,5430
3,4,5431
3,5,5431
4,0,5292
4,1,5398
4,2,5440
4,3,5452
4,4,5444
4,5,5445
5,0,5292
5,1,5327
5,2,5030
5,3,4435
5,4,3741
5,5,3258
6,0,5292
6,1,5312
6,2,4939
6,3,4171
6,4,3175
6,5,2351
