0,0,12
0,1,12
0,2,12
0,3,12
0,4,12
0,5,12
1,0,12
1,1,12
1,2,12
1,3,12
1,4,12
1,5,12
2,0,12
2,1,13
2,2,13
2,3,13
2,4,13
2,5,13
3,0,12
3,1,12
3,2,12
3,3,12
3,4,11
3,5,11
4,0,12
4,1,12
4,2,12
4,3,12
4,4,10
4,5,10
5,0,12
5,1,12
5,2,12
5,3,12
5,4,10
5,5,10
6,0,12
6,1,12
6,2,12
6,3,12
6,4,10
6,5,10
